Nomor Identitias,Nama Stasiun,Merek Mesin,Jenis Pengisian,Status Instalasi,Harga Pengisian (Rp),Harga Layanan (Rp),Daya,Jumlah Nozzle,Arus Maksimal,Peralatan Catu Daya Listrik,Sistem Kontrol Arus Mesin,Sistem Kontrol Tegangan Mesin,Sistem Kontrol Komunikasi Mesin,Sistem Keamanan Mesin,GPS,Panjang Mesin (Cm),Lebar Mesin (Cm),Tinggi Mesin (Cm),Berat Mesin (Kg),Panjang Nozzle (Cm),Lebar Nozzle (Cm),Tinggi Nozzle (Cm),Diameter Nozzle (Cm)
01.POSO.00.3507.006,SPKLU RS WAVA HUSADA,2. Chargecore AC-22,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,45,2,12,2
01.POSO.00.3515.006,SPKLU PLN ULP KRIAN,CS DC Charger,Medium Charging,Beroperasi,2466.78,0,25000,1,65.78947368,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3515.007,SPKLU PLN ULP KRIAN,Zerova 22 KW,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,45,2,12,2
01.POSO.00.3514.021,SPKLU PLN ULP BANGIL,Teison 22 KW,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,45,2,12,2
06.ROSO.00.3603.066,Black Owl Gading Serpong 22 kW,WEEYU/ INJET,Medium Charging,Beroperasi,2460,0,22000,1,32,AC,ADA,ADA,OCPP 1.6,Ada,Tidak Ada,50,35,27,10,20.5,5.05,5.8,5.8
06.ROSO.00.3273.042,Zen Spa Reflexology Sukajadi,WEEYU/ INJET,Medium Charging,Beroperasi,2460,0,7700,1,32,AC,ADA,ADA,OCPP 1.6,Ada,Tidak Ada,50,35,27,10,20.5,5.05,5.8,5.8
01.POSO.00.3374.015,SPKLU PLN UP3 Semarang,Fastroom AC,Medium Charging,Beroperasi,2466.78,0,22000,2,57.8,Ada,Ada,Ada,Ada,Ada,Ada,25,35,120,250,250,20,150,20
01.POSO.00.3374.016,SPKLU PLN UP3 Semarang,Signet,Ultra Fast Charging,Beroperasi,2466.78,0,200000,2,526.31,Ada,Ada,Ada,Ada,Ada,ada,600,550,1750,900,250,20,150,20
01.POSO.00.3372.003,SPKLU PLN UP3 Surakarta,Delta,Medium Charging,Beroperasi,2466.78,0,22000,1,57.8,Ada,Ada,Ada,Ada,Ada,Ada,25,35,120,250,250,20,150,20
01.POSO.00.3372.004,SPKLU PLN UP3 Surakarta,Delta,Fast Charging,Beroperasi,2466.78,0,25000,2,65.7,Ada,Ada,Ada,Ada,Ada,ada,600,700,1750,900,250,20,150,20
01.POSO.00.3372.005,SPKLU PLN UP3 Surakarta,Signet,Ultra Fast Charging,Beroperasi,2466.78,0,200000,2,526.31,Ada,Ada,Ada,Ada,Ada,ada,600,550,1750,900,250,20,150,20
01.POSO.00.3402.004,SPKLU PLN UP3 Yogyakarta,Proteksindo,Ultra Fast Charging,Beroperasi,2466.78,0,60000,3,157.89,Ada,Ada,Ada,Ada,Ada,ada,600,550,1750,900,250,20,150,20
01.PPOO.00.3374.017,SPKLU BALAIKOTA SEMARANG,Delta,Medium Charging,Beroperasi,2466.78,0,22000,1,57.8,Ada,Ada,Ada,Ada,Ada,Ada,25,35,120,250,250,20,150,20
01.PPOO.00.3374.018,SPKLU BALAIKOTA SEMARANG,Signet,Ultra Fast Charging,Beroperasi,2466.78,0,200000,2,526.31,Ada,Ada,Ada,Ada,Ada,ada,600,550,1750,900,250,20,150,20
01.POSO.00.3374.019,SPKLU PLN UID Jawa Tengah & DIY,Proteksindo,Ultra Fast Charging,Beroperasi,2466.78,0,60000,3,157.89,Ada,Ada,Ada,Ada,Ada,ada,600,550,1750,900,250,20,150,20
01.POSO.00.3402.002,SPKLU PLN ULP SEDAYU,Delta,Slow Charging,Beroperasi,2466.78,0,7400,1,18.4,Ada,Ada,Ada,Ada,Ada,ada,50,45,60,6,250,20,150,20
01.POSO.00.3402.003,SPKLU PLN ULP BANTUL,Proteksindo,Ultra Fast Charging,Beroperasi,2466.78,0,60000,3,157.89,Ada,Ada,Ada,Ada,Ada,ada,600,550,1750,900,250,20,150,20
01.POSO.00.3603.003,SPKLU AEON,Delta,Fast Charging,Beroperasi,2466.78,0,25,2,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3603.004,SPKLU Supermall Karawaci,Delta,Medium Charging,Beroperasi,2466.78,0,22,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3603.005,SPKLU Supermall Karawaci,Delta,Fast Charging,Beroperasi,2466.78,0,25,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3671.011,SPKLU Tangcity,Proteksindo,Medium Charging,Beroperasi,2466.78,0,22,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3671.012,SPKLU PLN UID Banten,Delta,Fast Charging,Beroperasi,2466.78,0,50,3,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3671.013,SPKLU Apartemen Aeropolis,Delta,Medium Charging,Beroperasi,2466.78,0,22,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3671.014,SPKLU Apartemen Aeropolis,Delta,Fast Charging,Beroperasi,2466.78,0,25,2,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3603.006,SPKLU PLN UP3 CIKUPA,Delta,Slow Charging,Beroperasi,2466.78,0,7,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3673.001,SPKLU Kawasan Pusat Pemerintahan Provinsi Banten (KP3B),Chargecore,Ultra Fast Charging,Beroperasi,2466.78,0,60,3,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3603.007,SPKLU Terrace 8 Suvarna Sutera,Delta,Slow Charging,Beroperasi,2466.78,0,7,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.PPOO.00.3671.015,"SPKLU HVT Rest Area Pinang KM 13,5",Phihong,Ultra Fast Charging,Beroperasi,2466.78,0,60,2,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3603.008,SPKLU Mall Ciputra Tangerang,Proteksindo,Ultra Fast Charging,Beroperasi,2466.78,0,60,3,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3673.002,SPKLU PLN UP3 BANTEN UTARA,Delta,Slow Charging,Beroperasi,2466.78,0,7,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3672.002,SPKLU PELABUHAN MERAK,Proteksindo,Ultra Fast Charging,Beroperasi,2466.78,0,60,3,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3673.003,SPKLU ULP CIKANDE,Signet,Ultra Fast Charging,Beroperasi,2466.78,0,200,2,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3602.001,SPKLU Alun-Alun Rangkasbitung,Delta,Slow Charging,Beroperasi,2466.78,0,7,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3672.003,SPKLU PLN IP SURALAYA,Delta,Slow Charging,Beroperasi,2466.78,0,7,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3603.009,SPKLU CENTRE POINT PIK 2,Signet,Ultra Fast Charging,Beroperasi,2466.78,0,200,2,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3673.004,SPKLU REST AREA 68A,Delta,Slow Charging,Beroperasi,2466.78,0,7,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3673.005,SPKLU REST AREA 68A,Phihong,Fast Charging,Beroperasi,2466.78,0,30,2,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3673.006,SPKLU REST AREA 68A,Signet,Ultra Fast Charging,Beroperasi,2466.78,0,200,2,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3603.010,SPKLU REST AREA 43 MERAK,ABB,Fast Charging,Beroperasi,2466.78,0,50,2,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3603.011,SPKLU REST AREA 43 MERAK,Delta,Slow Charging,Beroperasi,2466.78,0,7,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3603.012,SPKLU REST AREA 43 MERAK,Phihong,Fast Charging,Beroperasi,2466.78,0,30,2,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3603.013,SPKLU REST AREA 43 MERAK,Signet,Ultra Fast Charging,Beroperasi,2466.78,0,200,2,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3671.016,SPKLU PLN UP3 CIKOKOL,Delta,Slow Charging,Beroperasi,2466.78,0,7,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.7171.005,SPKLU PLN Kawasan Megamas Manado ,DELTA,Slow Charging,Beroperasi,2466.78,0,7000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,38,14,31.3,3.7,45,2,15,2
01.POSO.00.7171.006,SPKLU PLN Kawasan Megamas Manado ,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,2,50,Ada,Ada,Ada,Ada,Ada,Ada,61,23,69,80,4,4,15,4
01.POSO.00.1372.002,SPKLU PLN UP3 SOLOK,Delta,Medium Charging,Beroperasi,2466.78,0,22000,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,60,180,100,300,10,30,10
01.POSO.00.1372.003,SPKLU PLN UP3 SOLOK,Delta,Medium Charging,Beroperasi,2466.78,0,25000,2,100,Ada,Ada,Ada,Ada,Ada,Ada,100,60,180,100,300,10,30,10
01.POSO.00.1308.001,SPKLU PLN ULP LUBUK SIKAPING,Delta,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,100,40,180,20,300,10,30,10
01.POSO.00.1312.001,SPKLU PLN ULP SIMPANG EMPAT,Delta,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,100,40,180,20,300,10,30,10
01.POSO.00.1301.001,SPKLU PLN ULP BALAI SELASA,Delta,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,100,40,180,20,300,10,30,10
01.POSO.00.1301.002,SPKLU PLN PANDAN VIEW,Delta,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,100,40,180,20,300,10,30,10
01.POSO.00.1308.002,SPKLU PLN KP RAO,Delta,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,100,40,180,20,300,10,30,10
01.POSO.00.1308.003,SPKLU PLN KP PANTI,Delta,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,100,40,180,20,300,10,30,10
01.POSO.00.1308.004,SPKLU PLN KP BONJOL,Delta,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,100,40,180,20,300,10,30,10
01.POSO.00.7271.003,SPKLU PLN UP3 PALU,PROTEKSINDO,Ultra Fast Charging,Beroperasi,2466.78,0,60000,3,140,Ada,Ada,Ada,Ada,Ada,Ada,70,33,180,235,5,4,15,4
01.POSO.00.1371.006,SPKLU PLN UIW SUMBAR,Powerindo,Ultra Fast Charging,Beroperasi,2466.78,0,60000,3,150,Ada,Ada,Ada,Ada,Ada,Ada,100,60,180,100,300,10,30,10
05.ROSO.00.3171.056,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 3,Aurora 11 B3-188,Medium Charging,Beroperasi,2466,0,13200,1,20,Ada,Ada,Ada,Ada,Ada,Ada,40.9,28.2,14.8,5.6,20,7,11,7
,Centennial Tower,CORNERSTONE TECHNOLOGIES,Medium Charging,Beroperasi,2475,0,11000,1,11,AC,-,-,-,Ada,Ada,35,35,187,10,5,5,5,5
01.POSO.00.3578.031,SPKLU TRANS ICON SURABAYA,Zerova 22 KW,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,45,2,12,2
01.POSO.00.3577.004,SPKLU PLN ULP MADIUN KOTA,Teison 22 KW,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,45,2,12,2
01.POSO.00.3525.016,SPKLU PLN ULP MENGANTI,Teison 22 KW,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,45,2,12,2
01.POSO.00.3524.001,SPKLU ALUN- ALUN LAMONGAN,1. Chargecore AC-22,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,45,2,12,2
01.POSO.00.3524.002,SPKLU ALUN- ALUN LAMONGAN,2. Chargecore AC-22,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,45,2,12,2
01.POSO.00.3524.003,SPKLU PEMDA LAMONGAN,Chargecore AC-22,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,45,2,12,2
06.ROSO.00.3374.036,Grand Edge Hotel,WEEYU/ INJET,Medium Charging,Beroperasi,2460,0,7700,1,32,AC,ADA,ADA,OCPP 1.6,Ada,Tidak Ada,50,35,27,10,20.5,5.05,5.8,5.8
01.POSO.00.5171.043,SPKLU DITLANTAS POLDA BALI,PHIHONG,Slow Charging,Beroperasi,2466.78,0,7000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5171.044,SPKLU DITLANTAS POLDA BALI,PHIHONG,Slow Charging,Beroperasi,2466.78,0,7000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5171.045,SPKLU DITLANTAS POLDA BALI,PHIHONG,Slow Charging,Beroperasi,2466.78,0,7000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.5106.012,SPKLU PLN ULP BANGLI,PHIHONG,Slow Charging,Beroperasi,2466.78,0,7000,1,18,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.1271.012,SPKLU PLN ULP Medan Kota,Delta AC Max,Medium Charging,Beroperasi,2466.78,0,22000,1,57.9,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.1271.013,SPKLU PLN ULP Medan Kota,Delta AC Mini Plus,Slow Charging,Beroperasi,2466.78,0,7700,1,20.3,Ada,Ada,Ada,Ada,Ada,Ada,38,14,31.3,3.7,45,2,15,2
01.POSO.00.1271.014,SPKLU PLN ULP Medan Kota,Delta DC Wallbox,Fast Charging,Beroperasi,2466.78,0,25000,2,65.8,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.1271.015,SPKLU PLN ULP Medan Kota,PHIHONG DC Wall Mount,Fast Charging,Beroperasi,2466.78,0,25000,2,65.8,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.1271.016,SPKLU CityView Medan,Delta DC City Charger,Fast Charging,Beroperasi,2466.78,0,25000,3,65.8,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.1208.003,SPKLU PLN ULP PARAPAT,Delta AC Max,Medium Charging,Beroperasi,2466.78,0,22000,1,57.9,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.1208.004,SPKLU PLN ULP PARAPAT,Delta DC Wallbox,Fast Charging,Beroperasi,2466.78,0,25000,2,65.8,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.1206.004,SPKLU PLN ULP BRASTAGI,PHIHONG DC Wall Mount,Fast Charging,Beroperasi,2466.78,0,25000,2,65.8,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.1276.001,SPKLU PLN ULP Tebing Tinggi,Delta AC Max,Medium Charging,Beroperasi,2466.78,0,22000,1,57.9,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.7371.007,SPKLU PLN ULP Mattoanging,DELTA,Slow Charging,Beroperasi,2466.78,0,7000,1,35,Ada,Ada,Ada,Ada,Ada,Ada,380,140,313,370,100,100,100,50
01.POSO.00.7371.008,SPKLU PLN ULP Mattoanging,DELTA,Slow Charging,Beroperasi,2466.78,0,7000,1,35,Ada,Ada,Ada,Ada,Ada,Ada,380,140,313,370,100,100,100,50
01.POSO.00.7371.009,SPKLU PLN ULP Mattoanging,DELTA,Slow Charging,Beroperasi,2466.78,0,7000,1,35,Ada,Ada,Ada,Ada,Ada,Ada,380,140,313,370,100,100,100,50
01.POSO.00.7371.010,SPKLU PLN ULP Mattoanging,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,2,110,Ada,Ada,Ada,Ada,Ada,Ada,650,250,900,102,100,100,100,50
01.POSO.00.7471.002,SPKLU PLN ULP Wua Wua,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,100,Ada,Ada,Ada,Ada,Ada,Ada,380,140,313,370,100,100,100,50
01.POSO.00.7471.003,SPKLU PLN ULP Wua Wua,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,2,110,Ada,Ada,Ada,Ada,Ada,Ada,650,250,900,102,100,100,100,50
01.POSO.00.7471.004,SPKLU PLN ULP Wua Wua,PHIHONG,Fast Charging,Beroperasi,2466.78,0,30000,2,136,Ada,Ada,Ada,Ada,Ada,Ada,650,250,900,102,100,100,100,50
01.POSO.00.7371.011,SPKLU PLN UP3 Makassar Selatan,DELTA,Slow Charging,Beroperasi,2466.78,0,7000,1,35,Ada,Ada,Ada,Ada,Ada,Ada,380,140,313,370,100,100,100,50
01.POSO.00.7371.012,SPKLU PLN UP3 Makassar Selatan,DELTA,Fast Charging,Beroperasi,2466.78,0,50000,3,250,Ada,Ada,Ada,Ada,Ada,Ada,650,250,900,102,100,100,100,50
01.POSO.00.7371.013,KANTOR GUBERNUR SULAWESI SELATAN,PROTEKSINDO,Fast Charging,Beroperasi,2466.78,0,60000,3,272,Ada,Ada,Ada,Ada,Ada,Ada,650,250,900,102,100,100,100,50
01.POSO.00.7372.003,SPKLU PLN UP3 PARE PARE,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,100,Ada,Ada,Ada,Ada,Ada,Ada,380,140,313,370,100,100,100,50
01.POSO.00.7372.004,SPKLU PLN UP3 PARE PARE,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,2,110,Ada,Ada,Ada,Ada,Ada,Ada,650,250,900,102,100,100,100,50
01.POSO.00.7372.005,SPKLU PLN UP3 PARE PARE,PHIHONG,Fast Charging,Beroperasi,2466.78,0,30000,2,136,Ada,Ada,Ada,Ada,Ada,Ada,650,250,900,102,100,100,100,50
05.ROSO.00.3171.057,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 3,Aurora 11 B3-189,Medium Charging,Beroperasi,2466,0,13200,1,20,Ada,Ada,Ada,Ada,Ada,Ada,40.9,28.2,14.8,5.6,20,7,11,7
,Centennial Tower,CORNERSTONE TECHNOLOGIES,Fast Charging,Beroperasi,2475,25000,40,2,40,DC,-,-,-,Ada,Ada,25,100,187,200,5,5,5,5
01.POSO.00.3504.004,SPKLU Hotel Narita,Teison 22 KW,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,45,2,12,2
06.ROSO.00.3374.037,Taman Kuliner Ventura,WEEYU/ INJET,Medium Charging,Beroperasi,2460,0,7700,1,32,AC,ADA,ADA,OCPP 1.6,Ada,Tidak Ada,50,35,27,10,20.5,5.05,5.8,5.8
05.ROSO.00.5171.009,SPKLU Utomo Charge+ Juragan Atap Bali,Marvel 72,Medium Charging,Tidak Beroperasi,2466,0,7.4,2,32,Ada,Ada,Ada,Ada,Ada,Tidak Ada,17,10,64,8.7,20,7,11,7
01.POSO.00.3504.005,SPKLU Hotel Narita,Wall Mount AC Charger,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,45,2,12,2
01.PPOO.00.3578.032,Resto Ayam Goreng Gringging Lombok 2,2. Proteksindo DC EVDX-60,Ultra Fast Charging,Beroperasi,2466.78,0,60000,2,157.8947368,Ada,Ada,Ada,Ada,Ada,Ada,70,33,180,235,5,4,15,4
01.POSO.00.3671.017,SPKLU PLN UP3 CIKOKOL,Delta,Slow Charging,Beroperasi,2466.78,0,7,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3603.014,SPKLU PLN UP3 TELUKNAGA,Delta,Slow Charging,Beroperasi,2466.78,0,7,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3602.002,SPKLU PLN UP3 BANTEN SELATAN,Delta,Slow Charging,Beroperasi,2466.78,0,7,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3603.015,SPKLU POLRESTA TANGERANG,Delta,Slow Charging,Beroperasi,2466.78,0,7,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3603.016,SPKLU POLRESTA TANGERANG,Proteksindo,Ultra Fast Charging,Beroperasi,2466.78,0,60,3,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3603.017,SPKLU Grand Batavia,Phihong,Slow Charging,Beroperasi,2466.78,0,7,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3603.018,SPKLU Jaya Imperial Park,Phihong,Slow Charging,Beroperasi,2466.78,0,7,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3603.019,SPKLU Rest Area KM 45 Tol Merak - Tangerang,ABB,Fast Charging,Beroperasi,2466.78,0,50,2,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3603.020,SPKLU Rest Area KM 45 Tol Merak - Tangerang,Delta,Fast Charging,Beroperasi,2466.78,0,25,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3673.007,SPKLU REST AREA KM 68 B Tol Merak - Tangerang,Phihong,Fast Charging,Beroperasi,2466.78,0,30,2,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3674.023,SPKLU PLN UP3 SERPONG,Phihong,Slow Charging,Beroperasi,2466.78,0,7,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3674.024,SPKLU PLN UP3 SERPONG,Phihong,Slow Charging,Beroperasi,2466.78,0,7,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3602.003,SPKLU PLN ULP RANGKASBITUNG,Delta,Slow Charging,Beroperasi,2466.78,0,7,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3603.021,SPKLU HVT Hotel Qubika Serpong,Phihong,Ultra Fast Charging,Beroperasi,2466.78,0,100,3,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.PPOO.00.3603.022,SPKLU (ARISTA POWER) BYD BSD CITY,EV Power,Ultra Fast Charging,Beroperasi,2466.78,0,60,2,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.PPOO.00.3603.023,SPKLU (ARISTA POWER) BYD BSD CITY,EV Power,Ultra Fast Charging,Beroperasi,2466.78,0,60,2,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3602.004,SPKLU Perumahan Citra Maja Raya,Delta,Medium Charging,Beroperasi,2466.78,0,22,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3603.024,SPKLU KOTA SUTERA,Delta,Medium Charging,Beroperasi,2466.78,0,7.4,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3671.018,SPKLU Duta Indah Residence,Delta,Medium Charging,Beroperasi,2466.78,0,7.4,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3671.019,SPKLU Hotel Narita Tangerang,Delta,Slow Charging,Beroperasi,2466.78,0,7,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3671.020,SPKLU Hotel Narita Tangerang,Delta,Slow Charging,Beroperasi,2466.78,0,7,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3671.021,SPKLU Hotel Narita Tangerang,Proteksindo,Medium Charging,Beroperasi,2466.78,0,22,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3671.022,SPKLU SPBU KEBON NANAS,Delta,Slow Charging,Beroperasi,2466.78,0,7,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.3671.023,SPKLU SPBU KEBON NANAS,Proteksindo,Medium Charging,Beroperasi,2466.78,0,22,1,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.PPOO.00.3671.024,SPKLU T3 Bandara Soekarno Hatta,Optima,Fast Charging,Beroperasi,2466.78,0,40,2,100,Ada,Ada,Ada,Ada,Ada,Ada,100,100,100,100,100,100,100,100
01.POSO.00.6271.001,SPKLU PLN UP3 PALANGKA RAYA,Delta,Fast Charging,Beroperasi,2466.78,0,50000,3,200,Ada,Ada,Ada,Ada,Ada,Ada,59,80,150,350,400,15,80,15
01.POSO.00.6372.002,KANTOR GUBERNUR KALIMANTAN SELATAN,Delta,Fast Charging,Beroperasi,2466.78,0,50000,3,200,Ada,Ada,Ada,Ada,Ada,Ada,59,80,150,350,400,15,80,15
01.POSO.00.6307.001,SPKLU PLN UP3 BARABAI,Proteksindo,Medium Charging,Beroperasi,2466.78,0,22000,2,64,Ada,Ada,Ada,Ada,Ada,Ada,185,280,163,50,400,15,80,15
